timestamp_utc,timestamp_local,weekday,hour,minute,is_holiday,is_school_holiday,uid,name,currentfill,freespace,maxspace,fill_ratio
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,fb006,Freibad Allenmoos,0,2500,2500,0.0
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,fb008,Freibad Auhof,0,2001,2001,0.0
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,fb012,Freibad Heuried,1,2599,2600,0.0004
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,LETZI-1,Freibad Letzigraben,20,3780,3800,0.0053
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,SSD-11,Freibad Seebach,30,1970,2000,0.015
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,fb018,Freibad Zwischen den Hölzern,0,2000,2000,0.0
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,SSD-1,Hallenbad Altstetten,0,0,0,0.0
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,SSD-2,Hallenbad Blaesi,14,56,70,0.2
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,SSD-3,Hallenbad Bungertwies,27,43,70,0.3857
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,SSD-4,Hallenbad City,81,139,220,0.3682
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,SSD-6,Hallenbad Leimbach,2,78,80,0.025
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,SSD-7,Hallenbad Oerlikon,67,133,200,0.335
2026-05-02T07:10:15+00:00,2026-05-02T09:10:15+02:00,Saturday,9,10,False,True,SSD-8,Josel-Areal,1,199,200,0.005
